enzyme	SEED_subsystem	SEED_subsystem_functional_category	description	rel_abundance_SRR29355722	reads_SRR29355722	rel_abundance_SRR29355723	reads_SRR29355723	rel_abundance_SRR29355724	reads_SRR29355724	rel_abundance_SRR29355725	reads_SRR29355725	rel_abundance_SRR29355726	reads_SRR29355726	rel_abundance_SRR29355727	reads_SRR29355727	rel_abundance_SRR29355728	reads_SRR29355728	rel_abundance_SRR29355729	reads_SRR29355729	rel_abundance_SRR29355730	reads_SRR29355730	rel_abundance_SRR29355731	reads_SRR29355731	rel_abundance_SRR29355732	reads_SRR29355732	rel_abundance_SRR29355733	reads_SRR29355733	rel_abundance_SRR29355734	reads_SRR29355734	rel_abundance_SRR29355735	reads_SRR29355735	rel_abundance_SRR29355736	reads_SRR29355736	rel_abundance_SRR29355737	reads_SRR29355737	rel_abundance_SRR29355738	reads_SRR29355738	rel_abundance_SRR29355739	reads_SRR29355739	rel_abundance_SRR29355740	reads_SRR29355740	rel_abundance_SRR29355741	reads_SRR29355741	rel_abundance_SRR29355742	reads_SRR29355742	rel_abundance_SRR29355743	reads_SRR29355743	rel_abundance_SRR29355744	reads_SRR29355744	rel_abundance_SRR29355745	reads_SRR29355745	rel_abundance_SRR29355746	reads_SRR29355746	rel_abundance_SRR29355747	reads_SRR29355747	rel_abundance_SRR29355748	reads_SRR29355748	rel_abundance_SRR29355749	reads_SRR29355749	rel_abundance_SRR29355750	reads_SRR29355750	rel_abundance_SRR29355751	reads_SRR29355751	rel_abundance_SRR29355752	reads_SRR29355752	rel_abundance_SRR29355753	reads_SRR29355753
Histidinol-phosphate aminotransferase (EC 2.6.1.9)	Histidine_Biosynthesis	Amino Acids and Derivatives	Histidine Metabolism	0	0	0	0	0	0	0.00536020583190395	1	0	0	0	0	0	0	0.339520144861929	30	0	0	0	0	0	0	0	0	0	0	0.0069192181283515	2	0	0	0.00303444090426339	1	0	0	0.0326104679602152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464900046490005	1	0	0	0	0	0.0462962962962963	5	0.0054611981868822	1	0.0050709939148073	2	0	0
Histidyl-tRNA synthetase (EC 6.1.1.21)	tRNA_aminoacylation,_His	Protein Metabolism	Protein biosynthesis	0	0	0.0441195008193622	7	0.0104226379696701	2	0.0536020583190395	10	0.0776053215077605	7	0	0	0.0159540523292916	3	0	0	0.0084051271275478	2	0.00367782272894447	1	0	0	0	0	0	0	0	0	0	0	0.00606888180852678	2	0	0	0.040763084950269	10	0	0	0.0277681360638667	8	0	0	0	0	0	0	0	0	0.00928806947475967	2	0.00464900046490005	1	0	0	0	0	0.00925925925925926	1	0	0	0.0101419878296146	4	0.0066613375965894	1
Holin-like protein CidA	Murein_hydrolase_regulation_and_cell_death	Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00493461633358006	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Holliday junction DNA helicase RuvA	DNA-replication	DNA Metabolism	DNA replication	0	0	0	0	0	0	0.0107204116638079	2	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0	0	0	0	0.0146327187591455	1	0	0	0	0	0	0	0	0	0.0163052339801076	4	0	0	0.00347101700798334	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054611981868822	1	0.0050709939148073	2	0	0
Holliday junction DNA helicase RuvA	RuvABC_plus_a_hypothetical	DNA Metabolism	DNA recombination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0281056773468241	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277777777777778	3	0	0	0	0	0	0
Holliday junction DNA helicase RuvB	DNA-replication	DNA Metabolism	DNA replication	0	0	0	0	0.00521131898483506	1	0.0589622641509434	11	0.0110864745011087	1	0	0	0.0106360348861944	2	0.0339520144861928	3	0	0	0	0	0	0	0	0	0	0	0.00345960906417575	1	0	0	0.0364132908511607	12	0.00921616515367955	2	0.0570683189303767	14	0	0	0.0138840680319334	4	0.0173280194073817	1	0.00483418737310258	1	0.0345423143350605	7	0	0	0	0	0.00464900046490005	1	0	0	0.0267594327000268	1	0	0	0.0054611981868822	1	0.0050709939148073	2	0.0066613375965894	1
Holliday junction DNA helicase RuvB	RuvABC_plus_a_hypothetical	DNA Metabolism	DNA recombination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0084051271275478	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Holo-[acyl-carrier protein] synthase (EC 2.7.8.7)	Fatty_Acid_Biosynthesis_FASII	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	0	0	0	0	0	0	0.0107204116638079	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0366867764552421	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Holo-[acyl-carrier protein] synthase, alternative (EC 2.7.8.7)	Fatty_Acid_Biosynthesis_FASII	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0185185185185185	2	0	0	0	0	0	0
Homocitrate synthase (EC 2.3.3.14)	Lysine_biosynthesis_AAA_pathway_2	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0141542816702052	1	0	0	0	0	0	0	0	0	0	0
Homocitrate synthase (EC 2.3.3.14)	Nitrogen_fixation	""	Nitrogen Metabolism	0.0046628741956542	1	0	0	0	0	0	0	0	0	0	0	0.0106360348861944	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00815261699005381	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Homocysteine S-methyltransferase (EC 2.1.1.10)	Methionine_Biosynthesis	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040763084950269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Homogentisate 1,2-dioxygenase (EC 1.13.11.5)	Homogentisate_pathway_of_aromatic_compound_degradation	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00735564545788893	2	0	0	0.0281056773468241	1	0	0	0	0	0	0	0.054619936276741	18	0.00921616515367955	2	0.0040763084950269	1	0	0	0.01041305102395	3	0	0	0.00483418737310258	1	0.0542807796693807	11	0	0	0.0185761389495193	4	0	0	0.198159943382873	14	0	0	0	0	0	0	0.0177484787018256	7	0	0
Homogentisate 1,2-dioxygenase (EC 1.13.11.5)	Pterin_metabolism_3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	0	0	0.0504222866506996	8	0	0	0.0268010291595197	5	0.0221729490022173	2	0	0	0	0	0.113173381620643	10	0.0042025635637739	1	0	0	0.0344887049491292	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00929800092980009	2	0	0	0	0	0	0	0	0	0	0	0	0
Homoserine O-acetyltransferase (EC 2.3.1.31)	Methionine_Biosynthesis	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	0	0	0.00630278583133745	1	0.00521131898483506	1	0.0428816466552316	8	0	0	0	0	0.00531801744309721	1	0	0	0	0	0.00367782272894447	1	0	0	0	0	0.0292654375182909	2	0	0	0.0209380234505863	1	0.00303444090426339	1	0.0184323303073591	4	0.0163052339801076	4	0	0	0	0	0.0346560388147635	2	0	0	0	0	0.00676086809546346	1	0	0	0	0	0	0	0	0	0	0	0.0109223963737644	2	0.00760649087221095	3	0	0
Homoserine O-succinyltransferase (EC 2.3.1.46)	Methionine_Biosynthesis	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	0	0	0	0	0	0	0.0268010291595197	5	0	0	0	0	0.00531801744309721	1	0	0	0	0	0	0	0.0344887049491292	2	0	0	0.0146327187591455	1	0	0	0	0	0	0	0	0	0.0122289254850807	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Homoserine dehydrogenase (EC 1.1.1.3)	Methionine_Biosynthesis	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	0.0046628741956542	1	0	0	0	0	0.0589622641509434	11	0	0	0	0	0	0	0.0113173381620643	1	0.0084051271275478	2	0.00367782272894447	1	0	0	0	0	0.0146327187591455	1	0	0	0	0	0.0394477317554241	13	0.00460808257683978	1	0.0285341594651883	7	0.00447647611799991	1	0.0138840680319334	4	0	0	0	0	0.0345423143350605	7	0.0202826042863904	3	0.0650164863233177	14	0	0	0.0141542816702052	1	0.0267594327000268	1	0	0	0	0	0	0	0.0133226751931788	2
Homoserine dehydrogenase (EC 1.1.1.3)	Threonine_and_Homoserine_Biosynthesis	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	0	0	0.0504222866506996	8	0	0	0	0	0.0221729490022173	2	0	0	0.0106360348861944	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050709939148073	2	0	0
Homoserine kinase (EC 2.7.1.39)	Methionine_Biosynthesis	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	0.0046628741956542	1	0	0	0	0	0.096483704974271	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0146327187591455	1	0	0	0	0	0.00303444090426339	1	0	0	0.0326104679602152	8	0	0	0	0	0	0	0	0	0.00986923266716013	2	0	0	0	0	0	0	0	0	0	0	0.00925925925925926	1	0.0109223963737644	2	0	0	0	0
Homoserine kinase (EC 2.7.1.39)	Threonine_and_Homoserine_Biosynthesis	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050709939148073	2	0	0
HoxN/HupN/NixA family nickel/cobalt transporter	Transport_of_Nickel_and_Cobalt	""	Membrane Transport	0	0	0	0	0	0	0.0321612349914237	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HspR, transcriptional repressor of DnaK operon	Heat_shock_dnaK_gene_cluster_extended	Stress Response	Heat shock	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0292654375182909	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HtrA protease/chaperone protein	Periplasmic_Stress_Response	Stress Response	Periplasmic Stress	0.0046628741956542	1	0	0	0	0	0	0	0	0	0.05941770647653	2	0	0	0.0113173381620643	1	0.0168102542550956	4	0.0257447591026113	7	0	0	0.0281056773468241	1	0	0	0	0	0	0	0.0151722045213169	5	0.00460808257683978	1	0.0326104679602152	8	0.00447647611799991	1	0.0208261020479	6	0.0173280194073817	1	0	0	0.0345423143350605	7	0	0	0.120744903171876	26	0.00929800092980009	2	0	0	0.0535188654000535	2	0	0	0	0	0.0786004056795132	31	0	0
Hybrid sensory histidine kinase in two-component regulatory system with EvgA	Orphan_regulatory_proteins	""	Regulation and Cell signaling	0	0	0	0	0	0	0.00536020583190395	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122289254850807	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054611981868822	1	0	0	0	0
Hydantoin permease	Hydantoin_metabolism	""	Nucleosides and Nucleotides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00606888180852678	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydantoin racemase (EC 5.1.99.-)	Hydantoin_metabolism	""	Nucleosides and Nucleotides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydantoinase	Hydantoin_metabolism	""	Nucleosides and Nucleotides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137954819796517	8	0	0	0	0	0.0207576543850545	6	0.104690117252931	5	0.00606888180852678	2	0.0138242477305193	3	0.0040763084950269	1	0	0	0.0416522040958001	12	0	0	0	0	0	0	0.0405652085727807	6	0.0232201736868992	5	0	0	0.141542816702052	10	0.187316028900187	7	0	0	0	0	0.0101419878296146	4	0.0133226751931788	2
Hydrogen peroxide-inducible genes activator	Oxidative_stress	Stress Response	Oxidative stress	0	0	0	0	0.0208452759393402	4	0	0	0.0221729490022173	2	0	0	0.0106360348861944	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0.00921616515367955	2	0.0244578509701614	6	0	0	0	0	0.0346560388147635	2	0	0	0	0	0.0135217361909269	2	0.0139321042121395	3	0	0	0	0	0	0	0	0	0.0054611981868822	1	0.0050709939148073	2	0	0
Hydrogenase-4 component A (EC 1.-.-.-)	Formate_hydrogenase	""	Respiration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00921616515367955	2	0	0	0	0	0.00694203401596668	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrogenase-4 component B (EC 1.-.-.-)	Formate_hydrogenase	""	Respiration	0	0	0	0	0	0	0.0160806174957118	3	0	0	0.029708853238265	1	0	0	0	0	0.0042025635637739	1	0.00367782272894447	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0529920104353498	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Hydrogenase-4 component C (EC 1.-.-.-)	Formate_hydrogenase	""	Respiration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0126076906913217	3	0.00735564545788893	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrogenase-4 component E (EC 1.-.-.-)	Formate_hydrogenase	""	Respiration	0.0046628741956542	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00815261699005381	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Hydrogenase-4 component F (EC 1.-.-.-)	Formate_hydrogenase	""	Respiration	0	0	0	0	0	0	0	0	0.0110864745011087	1	0.05941770647653	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrogenase-4 transcriptional activator	Formate_hydrogenase	""	Respiration	0	0	0	0	0	0	0	0	0.0110864745011087	1	0	0	0	0	0	0	0	0	0	0	0.0517330574236937	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrolase (HAD superfamily) in cluster with DUF1447	Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase	""	Clustering-based subsystems	0	0	0	0	0	0	0.0268010291595197	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0267594327000268	1	0	0	0	0	0	0	0	0
Hydrolase (HAD superfamily), YqeK	Iojap	Miscellaneous	Plant-Prokaryote DOE project	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464403473737984	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrolase in cluster with beta-lactamase (HAD superfamily)	Beta-lactamase_cluster_in_Streptococcus	Clustering-based subsystems	Carbohydrates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054611981868822	1	0	0	0	0
Hydrolase, alpha/beta fold family functionally coupled to Phosphoribulokinase	cAMP_signaling_in_bacteria	""	Regulation and Cell signaling	0	0	0.00630278583133745	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0146327187591455	1	0	0	0	0	0.0121377636170536	4	0	0	0.0040763084950269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Hydroxyacylglutathione hydrolase (EC 3.1.2.6)	Glutathione:_Non-redox_reactions	Stress Response	Oxidative stress	0.0093257483913084	2	0	0	0	0	0	0	0.0110864745011087	1	0	0	0	0	0	0	0.0084051271275478	2	0.00735564545788893	2	0	0	0.0281056773468241	1	0.0146327187591455	1	0	0	0	0	0.00910332271279017	3	0	0	0.0326104679602152	8	0.0223823805899996	5	0	0	0	0	0.0145025621193077	3	0.0493461633358006	10	0	0	0.00464403473737984	1	0.00464900046490005	1	0	0	0	0	0	0	0.0109223963737644	2	0.0152129817444219	6	0	0
Hydroxyethylthiazole kinase (EC 2.7.1.50)	COG2363	Miscellaneous	Plant-Prokaryote DOE project	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0.0209380234505863	1	0.00303444090426339	1	0	0	0	0	0	0	0	0	0	0	0.00966837474620516	2	0.00986923266716013	2	0	0	0	0	0.00464900046490005	1	0	0	0	0	0	0	0	0	0	0	0	0
Hydroxylamine oxidoreductase precursor (EC 1.7.3.4)	ZZ_gjo_need_homes	""	Miscellaneous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Hydroxylamine reductase (EC 1.7.-.-)	Nitrosative_stress	""	Nitrogen Metabolism	0	0	0.0189083574940124	3	0.0104226379696701	2	0	0	0.155210643015521	14	0.11883541295306	4	0.074452244203361	14	0.181077410593029	16	0.0462281992015129	11	0.0147112909157779	4	0.500086221762373	29	0.0843170320404722	3	0	0	0.00345960906417575	1	0.209380234505863	10	0.0303444090426339	10	0.00460808257683978	1	0.0285341594651883	7	0	0	0.1874349184311	54	0.0866400970369087	5	0.0145025621193077	3	0.0937577103380212	19	0.0676086809546346	10	0.0743045557980774	16	0.0325430032543003	7	0.0849256900212314	6	0.347872625100348	13	0.0185185185185185	2	0	0	0.0304259634888438	12	0.0266453503863576	4
Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)	Leucine_Degradation_and_HMG-CoA_Metabolism	Amino Acids and Derivatives	Branched-chain amino acids	0.0093257483913084	2	0	0	0	0	0.00536020583190395	1	0.0110864745011087	1	0	0	0.00531801744309721	1	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0	0	0.0244578509701614	6	0.00447647611799991	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054611981868822	1	0.0050709939148073	2	0	0
Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)	Isoprenoid_Biosynthesis	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	0	0	0.0882390016387243	14	0	0	0	0	0	0	0.05941770647653	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040763084950269	1	0	0	0	0	0	0	0	0	0.0148038490007402	3	0.00676086809546346	1	0	0	0.00929800092980009	2	0	0	0	0	0.00925925925925926	1	0	0	0.0101419878296146	4	0	0
Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)	Leucine_Degradation_and_HMG-CoA_Metabolism	Amino Acids and Derivatives	Branched-chain amino acids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565866908103214	5	0.0126076906913217	3	0	0	0.0172443524745646	1	0	0	0	0	0	0	0	0	0.0121377636170536	4	0	0	0	0	0	0	0.0485942381117668	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133226751931788	2
Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)	Isoprenoid_Biosynthesis	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	0	0	0	0	0.00521131898483506	1	0	0	0	0	0.05941770647653	2	0	0	0	0	0.0126076906913217	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00986923266716013	2	0	0	0.00464403473737984	1	0	0	0	0	0	0	0	0	0	0	0.0050709939148073	2	0	0
Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)	Ketoisovalerate_oxidoreductase	Amino Acids and Derivatives	Branched-chain amino acids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01041305102395	3	0	0	0	0	0	0	0.0202826042863904	3	0	0	0	0	0.0141542816702052	1	0.0802782981000803	3	0	0	0	0	0	0	0.0199840127897682	3
Hydroxymethylpyrimidine ABC transporter, ATPase component	Thiamin_biosynthesis	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	0	0	0	0	0	0	0	0	0	0	0	0.0159540523292916	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydroxymethylpyrimidine ABC transporter, substrate-binding component	COG2363	Miscellaneous	Plant-Prokaryote DOE project	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydroxymethylpyrimidine ABC transporter, substrate-binding component	Thiamin_biosynthesis	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0404560500183891	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0244578509701614	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydroxymethylpyrimidine ABC transporter, transmembrane component	Thiamin_biosynthesis	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163052339801076	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464900046490005	1	0	0	0	0	0	0	0	0	0	0	0	0
Hydroxypyruvate isomerase (EC 5.3.1.22)	Glycerate_metabolism	Carbohydrates	Organic acids	0	0	0	0	0	0	0.00536020583190395	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0344887049491292	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00347101700798334	1	0	0	0	0	0	0	0	0	0.00464403473737984	1	0.00464900046490005	1	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Hydroxypyruvate reductase (EC 1.1.1.81)	Glycolate,_glyoxylate_interconversions	Carbohydrates	Central carbohydrate metabolism	0	0	0	0	0	0	0	0	0.0110864745011087	1	0	0	0	0	0.0565866908103214	5	0.0042025635637739	1	0.0110334681868334	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0244578509701614	6	0.00447647611799991	1	0	0	0	0	0.00483418737310258	1	0.0148038490007402	3	0.00676086809546346	1	0.0185761389495193	4	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Hypothetical MbtH-like protein, PA2412 homolog	Siderophore_Pyoverdine	Iron acquisition and metabolism	Siderophores	0	0	0	0	0	0	0.0160806174957118	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypothetical Nudix-like regulator	NAD_regulation	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050709939148073	2	0	0
Hypothetical membrane protein, possible involvement in cytochrome functioning/assembly	Heme_and_Siroheme_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0.0252111433253498	4	0	0	0	0	0.0332594235033259	3	0	0	0	0	0	0	0.0084051271275478	2	0.0147112909157779	4	0	0	0	0	0	0	0	0	0	0	0.00606888180852678	2	0	0	0.0366867764552421	9	0	0	0	0	0.0346560388147635	2	0	0	0	0	0.0135217361909269	2	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Hypothetical nudix hydrolase YeaB	At2g33980_At1g28960	Miscellaneous	Plant-Prokaryote DOE project	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163052339801076	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypothetical nudix hydrolase YeaB	Nudix_proteins_(nucleoside_triphosphate_hydrolases)	Nucleosides and Nucleotides	Detoxification	0	0	0	0	0	0	0	0	0	0	0	0	0.00531801744309721	1	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00928806947475967	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
