Species	rel_abundance_SRR29355722	reads_SRR29355722	rel_abundance_SRR29355723	reads_SRR29355723	rel_abundance_SRR29355724	reads_SRR29355724	rel_abundance_SRR29355725	reads_SRR29355725	rel_abundance_SRR29355726	reads_SRR29355726	rel_abundance_SRR29355727	reads_SRR29355727	rel_abundance_SRR29355728	reads_SRR29355728	rel_abundance_SRR29355729	reads_SRR29355729	rel_abundance_SRR29355730	reads_SRR29355730	rel_abundance_SRR29355731	reads_SRR29355731	rel_abundance_SRR29355732	reads_SRR29355732	rel_abundance_SRR29355733	reads_SRR29355733	rel_abundance_SRR29355734	reads_SRR29355734	rel_abundance_SRR29355735	reads_SRR29355735	rel_abundance_SRR29355736	reads_SRR29355736	rel_abundance_SRR29355737	reads_SRR29355737	rel_abundance_SRR29355738	reads_SRR29355738	rel_abundance_SRR29355739	reads_SRR29355739	rel_abundance_SRR29355740	reads_SRR29355740	rel_abundance_SRR29355741	reads_SRR29355741	rel_abundance_SRR29355742	reads_SRR29355742	rel_abundance_SRR29355743	reads_SRR29355743	rel_abundance_SRR29355744	reads_SRR29355744	rel_abundance_SRR29355745	reads_SRR29355745	rel_abundance_SRR29355746	reads_SRR29355746	rel_abundance_SRR29355747	reads_SRR29355747	rel_abundance_SRR29355748	reads_SRR29355748	rel_abundance_SRR29355749	reads_SRR29355749	rel_abundance_SRR29355750	reads_SRR29355750	rel_abundance_SRR29355751	reads_SRR29355751	rel_abundance_SRR29355752	reads_SRR29355752	rel_abundance_SRR29355753	reads_SRR29355753
cobalamin biosynthesis protein CobW	0	0	0	0	0	0	0.00222905800008916	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cobalamin synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cobalamin-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0.00377886105127914	1	0.0884694780300796	9	0.0132185210363321	7	0	0	0	0	0.0029375477351507	1	0.0168194432764276	6	0	0	0	0	0.00509917903217582	3	0.037843747371962	9	0	0	0.00260375982919336	1	0.025531045751634	5	0.123355263157895	6	0.0120627261761158	2	0	0	0.0210635471013319	13	0.0223114680946006	5
cobalamin/Fe(3+)-siderophore ABC transporter ATP-binding protein	0	0	0	0	0	0	0.00445811600017833	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cobalt ABC transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cobalt ABC transporter ATPase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cobalt ABC transporter permease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00339945268811721	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cobalt chelatase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101066248926171	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cobalt transporter	0	0	0	0	0	0	0	0	0	0	0	0	0.00380430647492962	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cobalt-precorrin-5B (C(1))-methyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045789642382893	2	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0060313630880579	1	0	0	0.00324054570789721	2	0	0
cobalt-precorrin-6A reductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cobalt-zinc-cadmium resistance protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cobaltochelatase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00420486081910689	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
cobaltochelatase subunit CobN	0.00484027105517909	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0.00280324054607126	1	0	0	0.00374742364624321	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00324054570789721	2	0	0
cobaltochelatase subunit CobS	0	0	0	0	0	0	0.00222905800008916	1	0	0	0	0	0.00760861294985924	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
cobaltochelatase subunit CobT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cobyric acid synthase CobQ	0.00484027105517909	1	0	0	0	0	0.00445811600017833	2	0	0	0	0	0	0	0.21132484421566	39	0.00377886105127914	2	0	0	0	0	0.0167364016736402	1	0	0	0	0	0	0	0	0	0	0	0.0160263748340125	7	0	0	0.0140162027303563	5	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0	0	0.0205592105263158	1	0	0	0	0	0.00486081856184582	3	0.00446229361892013	1
cobyrinic acid a,c-diamide synthase	0	0	0	0	0	0	0.00445811600017833	2	0	0	0	0	0.00760861294985924	2	0.00541858574911948	1	0.00377886105127914	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258665287118469	1	0.0206053390723018	9	0	0	0.00840972163821378	3	0	0	0	0	0	0	0.00420486081910689	1	0	0	0	0	0	0	0.0205592105263158	1	0	0	0	0	0	0	0	0
cobyrinic acid a,c-diamide synthase CobB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113365831538374	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cobyrinic acid ac-diamide synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
coenzyme A pyrophosphatase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114474105957232	5	0	0	0	0	0	0	0	0	0	0	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
coenzyme F390 synthetase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
coenzyme F420 hydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00560648109214252	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
coenzyme F420-0:L-glutamate ligase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00840972163821378	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
coenzyme F420-reducing hydrogenase subunit beta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
coenzyme PQQ precursor peptide PqqA	0	0	0	0	0	0	0	0	0.0031878606267334	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cofactor-independent phosphoglycerate mutase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0167364016736402	1	0	0	0	0	0	0	0.00566508044414231	3	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0.00840972163821378	2	0	0	0.00260375982919336	1	0.0102124183006536	2	0.0205592105263158	1	0	0	0	0	0	0	0	0
coiled coil domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0	0	0.00446229361892013	1
colanic acid biosynthesis glycosyltransferase WcaA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0120627261761158	2	0	0	0	0	0	0
colanic acid biosynthesis glycosyltransferase WcaL	0	0	0	0	0.00292508848392664	1	0	0	0.00531310104455567	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258665287118469	1	0.0045789642382893	2	0.0029375477351507	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cold shock domain protein CspD	0	0	0.0317729294640966	9	0.00585017696785328	2	0.0468102180018724	21	0	0	0	0	0.0152172258997185	4	0	0	0	0	0	0	0.00505331244630856	1	0	0	0	0	0	0	0.00982994200334218	1	0.0207719616285218	11	0.0181065700982928	7	0.0091579284765786	4	0	0	0	0	0.013696753869333	1	0	0	0	0	0.0168194432764276	4	0.00188893086513034	1	0.00260375982919336	1	0	0	0	0	0.0241254523522316	4	0	0	0	0	0	0
cold-shock DNA-binding protein family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377672029609487	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cold-shock protein	0.0145208131655373	3	0.052954882440161	15	0.0438763272588996	15	0.164950292006598	74	0.015939303133667	15	0.00792267469497703	1	0.178802404321692	47	0.0596044432403143	11	0.0869138041794203	46	0.0465453040959868	18	0.0202132497852342	4	0.0334728033472803	2	0.0809307030854831	8	0.0188943052563957	5	0.255578492086897	26	0.0623158848855654	33	0.0439730988101397	17	0.116763588076377	51	0.0323130250866577	11	0.213046281501416	76	0.0410902616079989	3	0.0224845418774592	6	0.115581391395985	68	0.0210243040955344	5	0.0491122024933887	26	0.0989428735093475	38	0.0306372549019608	6	0.0205592105263158	1	0.0180940892641737	3	0.0717772035601493	15	0.192812469619884	119	0.0401606425702811	9
colicin I receptor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
colicin V production protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
colicin V production protein CvpA	0	0	0	0	0.00585017696785328	2	0	0	0	0	0	0	0	0	0.00541858574911948	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0196226838224988	7	0	0	0	0	0	0	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
colicin V synthesis protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205592105263158	1	0	0	0	0	0	0	0	0
colicin transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00541858574911948	1	0.00566829157691872	3	0.00258585022755482	1	0.0101066248926171	2	0	0	0	0	0	0	0.0393197680133687	4	0	0	0	0	0	0	0.0029375477351507	1	0	0	0	0	0	0	0.0101983580643516	6	0	0	0.0774461654703438	41	0.00781127948758007	3	0.0306372549019608	6	0	0	0	0	0	0	0	0	0	0
colicin uptake protein	0	0	0	0	0.00292508848392664	1	0	0	0	0	0	0	0	0	0.00541858574911948	1	0.00188943052563957	1	0.0129292511377741	5	0.0101066248926171	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00679890537623443	4	0	0	0.00566679259539101	3	0.00781127948758007	3	0.0051062091503268	1	0	0	0	0	0	0	0	0	0	0
collagen-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00541858574911948	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377672029609487	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
collagen-like protein	0	0	0	0	0	0	0	0	0	0	0.0158453493899541	2	0	0	0	0	0	0	0.0181009515928837	7	0	0	0	0	0	0	0	0	0	0	0	0	0.00258665287118469	1	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0.00188893086513034	1	0.0104150393167734	4	0.0051062091503268	1	0	0	0	0	0	0	0	0	0	0
collagenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0103466114847387	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0.0205592105263158	1	0	0	0	0	0	0	0	0
collagenase-like protease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051062091503268	1	0	0	0	0	0	0	0.0016202728539486	1	0	0
competence damage-inducible protein A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
competence protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
competence protein CinA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377672029609487	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
competence protein ComE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0	0	0	0
competence protein ComEA	0.00484027105517909	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00944180074023718	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205592105263158	1	0	0	0	0	0.0016202728539486	1	0	0
competence protein ComEC	0	0	0	0	0.00292508848392664	1	0.00222905800008916	1	0.00106262020891113	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
competence protein ComFB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
competence protein ComGF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
competence/damage-inducible protein A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00541858574911948	1	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0.00755344059218974	4	0	0	0.0091579284765786	4	0	0	0.00560648109214252	2	0	0	0	0	0	0	0.00420486081910689	1	0	0	0.00781127948758007	3	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
complex I NDUFA9 subunit family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505331244630856	1	0	0	0	0	0	0	0	0	0	0	0.00258665287118469	1	0.0137368927148679	6	0	0	0.00560648109214252	2	0	0	0.00374742364624321	1	0.00849863172029303	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00648109141579442	4	0	0
condensin subunit Smc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205592105263158	1	0	0	0	0	0	0	0	0
conditioned medium factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377672029609487	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
coniferyl aldehyde dehydrogenase	0	0	0.0353032549601073	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0206868018204386	8	0	0	0	0	0	0	0	0	0	0	0.00377672029609487	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
conjugal transfer protein	0	0	0	0	0	0	0.00222905800008916	1	0	0	0	0	0	0	0.0162557572473584	3	0	0	0	0	0	0	0	0	0	0	0.00377886105127914	1	0	0	0.00566508044414231	3	0	0	0.0251843033105911	11	0	0	0	0	0	0	0	0	0	0	0.00420486081910689	1	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
conjugal transfer protein ATPase TrbB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
conjugal transfer protein TraB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0191405876160398	4	0	0	0	0
conjugal transfer protein TraC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377886105127914	1	0	0	0.00377672029609487	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0.00478514690400995	1	0.0016202728539486	1	0	0
conjugal transfer protein TraD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0.00517330574236937	2	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
conjugal transfer protein TraF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045789642382893	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
conjugal transfer protein TraG	0	0	0.0141213019840429	4	0	0	0.0156034060006241	7	0	0	0	0	0.00760861294985924	2	0.146301815226226	27	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0113301608882846	6	0	0	0.045789642382893	20	0	0	0.00280324054607126	1	0	0	0	0	0.00339945268811721	2	0	0	0.00566679259539101	3	0.00260375982919336	1	0	0	0.0205592105263158	1	0	0	0.0143554407120299	3	0	0	0	0
conjugal transfer protein TraG, partial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
conjugal transfer protein TraI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0411184210526316	2	0	0	0	0	0	0	0	0
conjugal transfer protein TraJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
conjugal transfer protein TraL	0	0	0	0	0	0	0	0	0	0	0.00792267469497703	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00944180074023718	5	0	0	0.00686844635743395	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00324054570789721	2	0	0
conjugal transfer protein TraM	0	0	0	0	0	0	0.00445811600017833	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377672029609487	2	0	0	0.00686844635743395	3	0	0	0	0	0	0	0	0	0	0	0.00840972163821378	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
conjugal transfer protein TraN	0	0	0	0	0	0	0.00891623200035665	4	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0091579284765786	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051062091503268	1	0	0	0	0	0	0	0	0	0	0
conjugal transfer protein TraR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00517330574236937	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0.0411184210526316	2	0	0	0	0	0	0	0	0
conjugal transfer protein TraT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505331244630856	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
conjugal transfer protein TraV	0	0	0	0	0	0	0.0178324640007133	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
conjugal transfer protein TraY	0	0	0	0	0	0	0	0	0	0	0	0	0.00380430647492962	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
conjugal transfer protein TrbE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205592105263158	1	0.0060313630880579	1	0	0	0	0	0	0
conjugal transfer protein TrbE, partial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
conjugal transfer protein TrbF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
conjugal transfer protein TrbG	0	0	0	0	0	0	0.00668717400026749	3	0	0	0.00792267469497703	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0160263748340125	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
conjugal transfer protein TrbI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0137368927148679	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00486081856184582	3	0	0
conjugal transfer protein TrbJ	0	0	0	0	0	0	0.00222905800008916	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0297632675488804	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
